,title,bytes
962,Minidoka War Relocation Center,0
963,Operation Ichi-gō,0
964,Operation Kita,0
965,Operation Ten-gō,0
966,Resistenza,0
967,Schlacht im Korallenmeer,0
968,Schlacht um Luzon,0
969,Schlacht um Midway,0
970,Schlacht um Peleliu,0
971,Schlacht um Guadalcanal,0
972,Schlacht von Dünkirchen,0
973,Schlacht von Suomussalmi,0
974,U-Boot-Krieg,0
975,Unternehmen Nordwind,0
976,Verlorener Zug,0
977,Westfeldzug,0
978,Yamamoto Isoroku,0
979,Zweiter Japanisch-Chinesischer Krieg,0
980,Zweiter Weltkrieg,0
981,Zweite Schlacht von El Alamein,0
982,1974,0
983,Absturz einer MiG-21 in Cottbus 1975,0
984,Konrad Adenauer,0
985,Adamou Moumouni Djermakoye,0
986,Algerienkrieg,0
987,Augustrevolution,0
988,Ausbruch des Mount St. Helens 1980,0
989,Ausschreitungen in Rostock-Lichtenhagen,0
990,Azorian-Projekt,0
991,Berliner Mauer,0
992,Laura Bush,0
993,Josef Brandl (Jurist),0
994,Willy Brandt,0
995,Bremer Straßenbahnunruhen 1968,0
996,Dachau-Hauptprozess,0
997,Eisenbahnunfall von Eschede,0
998,Elisabeth II.,0
999,Ende der portugiesischen Herrschaft auf Timor,0
1000,Entlassung Osttimors in die Unabhängigkeit 2002,0
1001,Erdbeben von Valdivia 1960,0
1002,Fall Guðmundur und Geirfinnur,0
1003,François Duvalier,0
1004,Falklandkrieg,0
1005,Frankfurter Häuserkampf,0
1006,Frauenstimmrecht in der Schweiz,0
1007,Horst Fuhrmann,0
1008,Fußachaffäre,0
1009,Geschichte der Deutschen Demokratischen Republik,0
1010,Göhrde-Morde,0
1011,Herbert Grundmann,0
1012,Roger Guérillot,0
1013,Gus Hall,0
1014,Boubou Hama,0
1015,Hermann Heimpel,0
1016,Gustav Heinemann,0
1017,Hauptverwaltung Aufklärung,0
1018,Hungersnot in Somalia in den 1990er-Jahren,0
1019,Indonesischer Unabhängigkeitskrieg,0
1020,Instituto Nacional de Industria,0
1021,Let Us Continue,0
1022,Lyndon B. Johnson,0
1023,Kalter Krieg,0
1024,Kinder- und Jugendsportschule,0
1025,Martin Luther King,0
1026,Massaker von Mueda,0
1027,Konferenz von Guadeloupe,0
1028,Mayaguez-Zwischenfall,0
1029,Joseph McCarthy,0
1030,Harold Macmillan,0
1031,Operation Earnest Will,0
1032,Operation Praying Mantis,0
1033,Operation Seroja,0
1034,Paul Nevermann,0
1035,Projekt A119,0
1036,Peronismus,0
1037,Jens Petersen (Historiker),0
1038,Jürgen Petersohn,0
1039,Plaek Phibunsongkhram,0
1040,Pol Pot,0
1041,Präsidentschaftswahl in der Ukraine 2004,0
1042,Raffinerieexplosion in Texas City,0
1043,Rubikon-Rede,0
1044,Georges Ruggiu,0
1045,Anwar as-Sadat,0
1046,Schlacht um Khe Sanh,0
1047,Simon Wiesenthal,0
1048,Hans Simons,0
1049,Steckenpferd-Bewegung,0
1050,Südostanatolien-Projekt,0
1051,Taiwan-Konflikt,0
1052,Tanganyika Groundnut Scheme,0
1053,Tiger Force,0
1054,Tötungsdelikte an der Startbahn West,0
1055,Travolta-Kleid,0
1056,Unglück am Mount Everest (1996),0
1057,Überfall auf die Zionskirche,0
1058,Verband deutscher Soldaten,0
1059,Viqueque-Rebellion,0
1060,Volksaufstand in Thailand 1973,0
1061,Elsbeth Weichmann,0
1062,Wohnungsbesetzungen in der DDR,0
1063,Zersetzung (Ministerium für Staatssicherheit),0
1064,Zweiter Golfkrieg,0
1065,Geschichte Albaniens,0
1066,Geschichte des Alsergrunds,0
1067,Geschichte Anatoliens,0
1068,Geschichte Argentiniens,0
1069,Geschichte der Stadt Aurich,0
1070,Geschichte Bad Grönenbachs,0
1071,Geschichte der Stadt Braunschweig,0
1072,Geschichte von Cottbus,0
1073,Geschichte Englands,0
1074,Geschichte der Färöer,0
1075,Geschichte von Frankfurt am Main,0
1076,Geschichte der Stadt Freistadt,0
1077,Geschichte Gambias,0
1078,Geschichte von Görlitz,0
1079,Geschichte von Hadeln und Wursten,0
1080,Geschichte der Stadt Hannover,0
1081,Geschichte der Stadt Heilbronn,0
1082,Geschichte Italiens,0
1083,Geschichte der Juden auf Norderney,0
1084,Geschichte von Kals am Großglockner,0
1085,Geschichte Kap Verdes,0
1086,Geschichte Kärntens,0
1087,Geschichte Londons,0
1088,Geschichte des Bistums Mainz,0
1089,Geschichte Malis,0
1090,Geschichte der Stadt Münchberg,0
1091,Geschichte Tunesiens,0
1092,Geschichte Naurus,0
1093,Geschichte Niederösterreichs,0
1094,Geschichte Österreichs,0
1095,Geschichte Schottlands,0
1096,Geschichte Somalias,0
1097,Geschichte der Schweiz,0
1098,Geschichte der Stadt Soltau,0
1099,Geschichte der Stadt St. Gallen,0
1100,Geschichte Südafrikas,0
1101,Geschichte von Tarent,0
1102,Geschichte Uruguays,0
1103,Geschichte Washingtons,0
1104,Geschichte Westfalens,0
1105,Reformation in Bad Grönenbach,0
1106,Arbeitskreis für Wehrforschung,0
1107,Festung Germersheim,0
1108,Fort Union National Monument,0
1109,Operational History (German) Section,0
1110,Preußische Armee,0
1111,Samurai,0
1112,Seppuku,0
1113,Stahlhelm,0
1114,Georg Tessin,0
1115,Brandgräberfeld von Mühlen Eichsen,0
1116,Charter Oak,0
1117,Chichén Itzá,0
1118,Copán,0
1119,Ferdinandsdorf,0
1120,Groß-Simbabwe,0
1121,Oxyrhynchos,0
1122,Pipe Spring National Monument,0
1123,Rungholt,0
1124,Saigerhütte Grünthal,0
1125,Saline Königsborn,0
1126,St. Jakob an der Birs,0
1127,Susa (Persien),0
1128,Tenochtitlan,0
1129,Inkognito (Zeremoniell),0
1130,Jane Addams,0
1131,Hanseat,0
1132,Eduard Heimann,0
1133,Karl Marx,0
1134,Mobbing,0
1135,Philosophische Anthropologie,0
1136,Triangulation (Sozialwissenschaften),0
1137,Vereinbarkeit von Familie und Beruf,0
1138,Antisemitismus (bis 1945),0
1139,Antisemitismusforschung,0
1140,Asyldebatte,0
1141,Attentat auf John F. Kennedy,0
1142,Tom Corbett,0
1143,Mairead Corrigan,0
1144,Demokratische Partei (Thailand),0
1145,Deng Xiaoping,0
1146,Dravida Nadu,0
1147,Anthony Eden,0
1148,Europawahl 2009,0
1149,Europäische Union,0
1150,Europäische Kommission,0
1151,Europäischer Rat,0
1152,Europäisches Parlament,0
1153,Executive Outcomes,0
1154,Föderalregierung (Belgien),0
1155,Friedensnobelpreis,0
1156,Gemeinderatswahl in Graz 2008,0
1157,Geschichte der Chinesen in den Vereinigten Staaten,0
1158,Geschichte des Senats der Vereinigten Staaten,0
1159,Holocaustleugnung,0
1160,Humphrey (Kater),0
1161,Jüdischer Parasit,0
1162,M. Karunanidhi,0
1163,John Kerry,0
1164,William Lyon Mackenzie King,0
1165,Ken Livingstone,0
1166,Landschaft des vormaligen Fürstentums Lüneburg,0
1167,Landtagswahl in Niederösterreich 2008,0
1168,Landtagswahl in Tirol 2008,0
1169,Saparmyrat Nyýazow,0
1170,Streit um den Namen Mazedonien,0
1171,Parlamentswahl in Kirgisistan 2015,0
1172,Parlamentswahlen in Osttimor 2007,0
1173,Parlamentswahl in Portugal 2005,0
1174,Präsidentschaftswahlen in Osttimor 2007,0
1175,Repräsentantenhaus der Vereinigten Staaten,0
1176,Emily Rosdolsky,0
1177,Roman Rosdolsky,0
1178,Ségolène Royal,0
1179,Schwerter zu Pflugscharen,0
1180,Senat der Vereinigten Staaten,0
1181,Margaret Thatcher,0
1182,Unruhen in Osttimor 2006,0
1183,Vereinbarkeit von Familie und Beruf,0
1184,Verschwörungstheorie,0
1185,Betty Williams,0
1186,Ziviler Ungehorsam,0
1187,Allgemeiner Deutscher Arbeiterverein,0
1188,Bundesrat (Deutschland),0
1189,Bundestagswahl 2005,0
1190,Bündnis 90/Die Grünen,0
1191,Büro für ungewöhnliche Maßnahmen,0
1192,Christlich-Soziale Union in Bayern,0
1193,Hans Filbinger,0
1194,Kommunalwahlen in Hessen 2011,0
1195,KPD-Verbot,0
1196,Oskar Lafontaine,0
1197,Partei des Demokratischen Sozialismus,0
1198,Politisches System der Bundesrepublik Deutschland,0
1199,Pro-Bewegung,0
1200,Südschleswigscher Wählerverband,0
1201,Bund freier Jugend,0
1202,Alejandro Álvarez,0
1203,Anonymes Werk (Urheberrecht),0
1204,Antarktisvertrag,0
1205,Artikel 8 des Grundgesetzes für die Bundesrepublik Deutschland,0
1206,Ausstellungsrecht,0
1207,Berufsfreiheit,0
1208,Betrug (Deutschland),0
1209,Bildrechte,0
1210,Bogotá-Pakt von 1948,0
1211,Brandstiftung (Deutschland),0
1212,Bundesgericht (Schweiz),0
1213,Bundesverfassungsgericht,0
1214,Computerbetrug,0
1215,Diebstahl mit Waffen; Bandendiebstahl; Wohnungseinbruchdiebstahl,0
1216,Eck-Prozess,0
1217,Erpresserischer Menschenraub,0
1218,Erschleichen von Leistungen,0
1219,Früchte des vergifteten Baumes,0
1220,Gefährlicher Eingriff in den Straßenverkehr,0
1221,Gefährliche Körperverletzung (Deutschland),0
1222,Genfer Konventionen,0
1223,Georges Scelle,0
1224,Geschäftsführung ohne Auftrag (Deutschland),0
1225,Grundgesetz für die Bundesrepublik Deutschland,0
1226,Gutgläubiger Erwerb vom Nichtberechtigten,0
1227,Hehlerei (Deutschland),0
1228,Handelsgeschäft,0
1229,Humanitäres Völkerrecht,0
1230,Insolvenzanfechtung (Deutschland),0
1231,Internationales Privatrecht (Deutschland),0
1232,Günther Jakobs,0
1233,Kachelmann-Prozess,0
1234,Konservierung von Pfarrwitwen,0
1235,Kyoto-Protokoll,0
1236,Manfred Lachs,0
1237,Neugliederung des Bundesgebietes,0
1238,Løgting,0
1239,Loving v. Virginia,0
1240,Lüth-Urteil,0
1241,Missbrauch von Scheck- und Kreditkarten,0
1242,Mordfall Jessica,0
1243,Panoramafreiheit,0
1244,Plessy v. Ferguson,0
1245,Raub (Deutschland),0
1246,Räuberischer Angriff auf Kraftfahrer,0
1247,Rechtsschutz von Schriftzeichen,0
1248,Dred Scott v. Sandford,0
1249,Schöpfungshöhe,0
1250,Schwere Körperverletzung (Deutschland),0
1251,Strafrechtliches Rehabilitierungsgesetz,0
1252,Typ-F-Gefängnis,0
1253,Unfallflucht (Deutschland),0
1254,Untreue (Deutschland),0
1255,Urkundenfälschung (Deutschland),0
1256,Verfassung der Niederlande,0
1257,Vertrag von Lissabon,0
1258,Völkerrechtliche Verträge in der Schweiz,0
1259,Werner Pinzner,0
1260,Wittem-Projekt,0
1261,Zitat,0
1262,Zulässigkeit von Äußerungen in der Berichterstattung (Deutschland),0
1263,2. Zusatzartikel zur Verfassung der Vereinigten Staaten,0
1264,13. Zusatzartikel zur Verfassung der Vereinigten Staaten,0
1265,Kapitalgesellschaft (Vereinigtes Königreich),0
1266,Arzneimittel-Rabattvertrag,0
1267,AS-AD-Modell,0
1268,Asienkrise,0
1269,Außenhandelsquote,0
1270,Bilateraler Wechselkurs,0
1271,Big-Mac-Index,0
1272,Bruttoinlandsprodukt,0
1273,Bochumer Verein,0
1274,Warren Buffett,0
1275,Crowding-in,0
1276,Dänische Krone,0
1277,Deutsche Mark,0
1278,James Buchanan Duke,0
1279,Effektiver Wechselkurs,0
1280,Einfuhrkontingent,0
1281,Einkommensteuer (Vereinigte Staaten),0
1282,EU-Emissionshandel,0
1283,Europäische Zentralbank,0
1284,Fester Wechselkurs,0
1285,Josef Garbáty,0
1286,Geldbasis,0
1287,Reinhard Goerdeler,0
1288,Gulden,0
1289,Handelsbilanz,0
1290,Handelsbilanzüberschuss,0
1291,Friedrich August Hayek,0
1292,J-Kurve,0
1293,Alfred Krupp,0
1294,Landreform,0
1295,London Congestion Charge,0
1296,Mark (1871),0
1297,Messebau,0
1298,Merkantilismus,0
1299,Gustav von Mevissen,0
1300,Okunsches Gesetz,0
1301,Organisationskultur,0
1302,Österreichische Schule,0
1303,Persistenz (Makroökonomie),0
1304,Piraterie,0
1305,Produktionswirtschaft,0
1306,Regionaler Strukturwandel,0
1307,Rheinisches Braunkohlerevier,0
1308,Wilhelm Riedel (Tuchfabrikant),0
1309,Tiny Rowland,0
1310,Schieferindustrie in Wales,0
1311,Solow-Modell,0
1312,Max Steinthal,0
1313,Hugo Stinnes,0
1314,Tobin-Steuer,0
1315,Transformationskurve,0
1316,Fred C. Trump,0
1317,Frederick Trump,0
1318,Ursprüngliche Akkumulation,0
1319,Währung,0
1320,Währungsreserve,0
1321,Wirtschaftsgeschichte Chiles,0
1322,Zentralbankbilanz,0
1323,Zweitpreisauktion,0
1324,Acorn,0
1325,Air Australia,0
1326,Apple,0
1327,Aston Martin,0
1328,Bank of Credit and Commerce International,0
1329,BASF,0
1330,Boßler (Unternehmerfamilie),0
1331,Brauerei & Brennerei Gebrüder Sünner,0
1332,Compagnie Internationale des Wagons-Lits,0
1333,Deminex,0
1334,Deutsche Bank,0
1335,DLT Deutsche Luftverkehrsgesellschaft,0
1336,DSW21 (Verkehr),0
1337,"Fairbanks, Morse and Company",0
1338,Fix (Brauerei),0
1339,Gebrüder Stumm,0
1340,Glanzstoff Austria,0
1341,Harlander Coats,0
1342,Heidelberger Druckmaschinen,0
1343,Helios (Elektrotechnikunternehmen),0
1344,Hydro-Québec,0
1345,Icelandair,0
1346,K+S,0
1347,Ludwig & Jakob Götz,0
1348,Nordex SE,0
1349,Lufthansa,0
1350,New Line Cinema,0
1351,Progress Rail Locomotive,0
1352,Saline Luisenhall,0
1353,Stadtwerke Münster,0
1354,Southern Pacific Transportation,0
1355,W. Spindler,0
1356,Von Roll,0
1357,1st Special Forces Operational Detachment-Delta (Airborne),0
1358,Großadmiral,0
1359,Kurt Hesse,0
1360,Innere Führung,0
1361,Javelin Medium Antiarmor Weapon System,0
1362,Lewis-Maschinengewehr,0
1363,Luftkrieg,0
1364,NATO Airborne Early Warning and Control Programme Management Organisation,0
1365,Special Air Service,0
1366,Spezialeinheit,0
1367,Streitkräfte des Iran,0
1368,Théoneste Bagosora,0
1369,Truppenübungsplatz Ralsko,0
1370,U-Boot mit Marschflugkörpern,0
1371,2nd Infantry Division (Vereinigte Staaten),0
1372,25th Infantry Division (Vereinigte Staaten),0
1373,1st Cavalry Division (Vereinigte Staaten),0
1374,Amalie Raiffeisen,0
1375,Louis Appia,0
1376,Ärzte ohne Grenzen,0
1377,Chinesische Volksbank,0
1378,Clara Barton,0
1379,Betreuungsdienst,0
1380,Corps,0
1381,Corps Frisia Göttingen,0
1382,Das Rauhe Haus,0
1383,Deutsche Lebens-Rettungs-Gesellschaft,0
1384,Deutsche Studentenschaft,0
1385,Freie Gewerkschaften (Deutschland),0
1386,Geschichte der Studentenverbindungen,0
1387,Green Belt Movement,0
1388,Dr. von Haunersches Kinderspital,0
1389,Internationales Rotkreuz- und Rothalbmondmuseum,0
1390,Judge Rotenberg Educational Center,0
1391,Deutsche Jungenschaft vom 1. November 1929,0
1392,Kantonsspital Winterthur,0
1393,Krankenhaus Moabit,0
1394,Künstlerhaus Kempten,0
1395,Reserve Bank of India,0
1396,Théodore Maunoir,0
1397,Nerother Wandervogel,0
1398,Bertha Pappenheim,0
1399,Pfadfinder,0
1400,Pflegeprozess,0
1401,Pflegeversicherung (Deutschland),0
1402,Physikalischer Verein,0
1403,Rhein-Mosel-Fachklinik Andernach,0
1404,Rettungsdienst,0
1405,Studentenverbindung,0
1406,Theorie der interpersonalen Beziehung in der Pflege,0
1407,Wasserrettungsstation,0
1408,Wasserwacht,0
1409,Zentralinstitut für Diabetes,0
1410,Freie Universität Berlin,0
1411,Friedrich-Gymnasium Freiburg,0
1412,Grund- und Mittelschule Memmingen-Amendingen,0
1413,Gymnasium Adolfinum Moers,0
1414,Gymnasium Dresden-Plauen,0
1415,Gymnasium Laurentianum Arnsberg,0
1416,Gymnasium Neue Oberschule,0
1417,Institut für Sozialforschung,0
1418,Kantonsschule Schaffhausen,0
1419,Technische Hochschule Brandenburg,0
1420,Technische Universität Dresden,0
1421,Thomasschule zu Leipzig,0
1422,Ziehenschule,0
1423,AK Bibliothek Wien für Sozialwissenschaften,0
1424,British Library,0
1425,Elektronische Zeitschriftenbibliothek,0
1426,Gefangenenbibliothek,0
1427,Herzog August Bibliothek,0
1428,Marxists Internet Archive,0
1429,Niederösterreichische Landesbibliothek,0
1430,Österreichische Nationalbibliothek,0
1431,Universitätsbibliothek Graz,0
1432,Aufbau-Verlag,0
1433,Buchbinder,0
1434,Hinstorff Verlag,0
1435,Adolf von Kröner,0
1436,Matthias Lackas,0
1437,Carl Berendt Lorck,0
1438,Reclam-Verlag,0
1439,George Westermann,0
1440,Deutsche Zeitung in den Niederlanden,0
1441,Die Freundin (Zeitschrift),0
1442,Jahrbuch für die Geschichte des Protestantismus in Österreich,0
1443,Pariser Zeitung,0
1444,Kurt Zentner,0
1445,Hans Würtz,0
1446,Konzil in der Hochschule,0
1447,OLPC XO-1,0
1448,Rudolf Steiner,0
1449,Afrikanisches Wurfeisen,0
1450,Automatenmarke (Deutschland),0
1451,Badekultur,0
1452,Barbecue-Smoker,0
1453,Bleistift,0
1454,Brille,0
1455,Caliga,0
1456,Geldautomat,0
1457,Glühlampe,0
1458,Hippe (Werkzeug),0
1459,Jagdhund,0
1460,Kaskara,0
1461,Messer,0
1462,Ngulu (Waffe),0
1463,Pizzakarton,0
1464,Postbriefkasten (Deutschland),0
1465,Postleitzahl (Deutschland),0
1466,Rasierhobel,0
1467,Rasierpinsel,0
1468,Schallplatte,0
1469,Schreibmaschine,0
1470,Schuh,0
1471,Tinte,0
1472,Zopf,0
1473,Aachener Thermalquellen,0
1474,Apfelwein,0
1475,Barbecue,0
1476,Babynahrung,0
1477,Bergerac (Wein),0
1478,Chester (Käse),0
1479,Ernährung bei Niereninsuffizienz,0
1480,Färöische Küche,0
1481,Fish and Chips,0
1482,Gaillac (Weinbaugebiet),0
1483,Ina Garten,0
1484,Gefilte Fisch,0
1485,Kaffee,0
1486,Kulturgeschichte der Kartoffel,0
1487,Munster (Käse),0
1488,Ostfriesische Teekultur,0
1489,Pfalz (Weinbaugebiet),0
1490,Reichsadlerhumpen,0
1491,Ragù,0
1492,Schokolade,0
1493,Schloss Johannisberg (Rheingau),0
1494,Sushi,0
1495,Tee,0
1496,Thekenschaaf,0
1497,Vegetarismus,0
1498,Weinbau auf Korsika,0
1499,Weinbau in der Republik Moldau,0
1500,Weinbau in Georgien,0
1501,Weinbau in Griechenland,0
1502,Weinbau in Kanada,0
1503,Bremer Wappen,0
1504,Couleur,0
1505,Flagge Australiens,0
1506,Flagge Mexikos,0
1507,Flagge Südafrikas,0
1508,Großes Siegel der Vereinigten Staaten,0
1509,Mainzer Rad,0
1510,Wappen der Landeshauptstadt München,0
1511,Wappen des Bezirks Treptow-Köpenick,0
1512,Wappen von Münster,0
1513,Wirmer-Flagge,0
1514,Sander (Name),0
1515,Barlake,0
1516,Basler Fasnacht,0
1517,Frankfurter Weihnachtsmarkt,0
1518,Gartenkunst in China,0
1519,Geißbockversteigerung,0
1520,Grindadráp,0
1521,Kneipe (Studentenverbindung),0
1522,Mainzer Rosenmontagszug,0
1523,Maneki-neko,0
1524,Nockherberg,0
1525,Oktoberfest,0
1526,Schluckbildchen,0
1527,Schwäbisch-alemannische Fastnacht,0
1528,Streetlife Festival,0
1529,Tsukumogami,0
1530,Westpfälzer Wandermusikantentum,0
1531,Liebe,0
1532,BDSM,0
1533,Bondage,0
1534,Futanari,0
1535,"Homo-, Bi- und Transsexualität im Metal",0
1536,Homosexualität,0
1537,Orgasmus,0
1538,Sex,0
1539,Sexualhygiene,0
1540,15-Puzzle,0
1541,Anno 1404,0
1542,Anno 1701,0
1543,Banjo-Kazooie,0
1544,Baten Kaitos: Die Schwingen der Ewigkeit und der verlorene Ozean,0
1545,Civilization (Computerspiel),0
1546,Clannad (Computerspiel),0
1547,Damenproblem,0
1548,Der Herr der Ringe Rollenspiel,0
1549,Donkey Kong (Arcade),0
1550,Empire: Total War,0
1551,Far Cry 3,0
1552,Far Cry 4,0
1553,Fire Emblem: Three Houses,0
1554,Five Nights at Freddy’s (Computerspiel),0
1555,FlatOut 2,0
1556,Flower (Computerspiel),0
1557,Geocaching,0
1558,God of War II,0
1559,Grand Theft Auto IV,0
1560,Juiced,0
1561,Juiced 2: Hot Import Nights,0
1562,Just Cause 2,0
1563,Kanon (Computerspiel),0
1564,Kid Icarus: Uprising,0
1565,Königrufen,0
1566,Lebendschach,0
1567,Mechanische Geduldspiele,0
1568,Minecraft,0
1569,Napoleon: Total War,0
1570,New Super Mario Bros. 2,0
1571,Die Säulen der Erde (Spiel),0
1572,Schach,0
1573,Schachprogramm,0
1574,Schachuhr,0
1575,"Schere, Stein, Papier",0
1576,Star Wars: Battlefront II (2005),0
1577,Star Wars: Empire at War,0
1578,Star Wars: Rogue Squadron,0
1579,Steinehüpfen,0
1580,Sudoku,0
1581,Super Mario 3D Land,0
1582,Super Mario Bros. 2,0
1583,Super Mario Bros.: The Lost Levels,0
1584,Super Mario Land,0
1585,Super Mario Land 2: 6 Golden Coins,0
1586,The Forest (Computerspiel),0
1587,The Last Ninja,0
1588,The Legend of Zelda: Link’s Awakening,0
1589,The Legend of Zelda: Majora’s Mask,0
1590,The Legend of Zelda: Skyward Sword,0
1591,The Legend of Zelda: Tri Force Heroes,0
1592,Tickle Me Elmo,0
1593,Tom Clancy’s Splinter Cell: Chaos Theory,0
1594,Türme von Hanoi,0
1595,Type:Rider,0
1596,Virtue’s Last Reward,0
1597,World in Conflict,0
1598,Xenoblade Chronicles,0
1599,George Appo,0
1600,Gothic (Kultur),0
1601,Pro-Ana,0
1602,Schwarze Szene,0
1603,Feinstofflichkeit,0
1604,New Age,0
1605,Vril-Gesellschaft,0
1606,Amoklauf an der Polytechnischen Hochschule Montréal,0
1607,Rachid Kassim,0
1608,Seidel (Gärtnerfamilie),0
1609,Skinwalker,0
1610,Altsüdarabische Kunst,0
1611,Koreanische Kultur,0
1612,Parthische Kunst,0
1613,Abbamania,0
1614,Afrikanerin mit Spiegel,0
1615,Anna Ancher,0
1616,Athena-Marsyas-Gruppe,0
1617,Aquarell,0
1618,Das Begräbnis der Sardine,0
1619,Barrikade nach Kämpfen in der Breiten Straße,0
1620,Berliner Janus,0
1621,Adele Bloch-Bauer I,0
1622,Isaac de Camondo,0
1623,Campanareliefs,0
1624,Adriaen Coorte,0
1625,Lovis Corinth,0
1626,The Course of Empire,0
1627,Denkmal der Gattenzärtlichkeit und Volksliebe,0
1628,The Dinner Party,0
1629,Documenta 12,0
1630,French Painting Today,0
1631,Friedrich Eckenfelder,0
1632,Friedrich Wilhelm IV. in seinem Arbeitszimmer,0
1633,Erste Internationale Dada-Messe,0
1634,Euphronios,0
1635,Exemplum-Tafeln des Kurfürsten Joachim II.,0
1636,Lina Franziska Fehrmann,0
1637,Frau Stuckhatorin,0
1638,Caspar David Friedrich,0
1639,Eduard Gaertner,0
1640,Paul Gauguin,0
1641,Gemäldegalerie (Berlin),0
1642,Genter Altar,0
1643,Joanna Hiffernan,0
1644,Wenzel Hollar,0
1645,Daniel Hopfer,0
1646,Robert Indiana,0
1647,Isenheimer Altar,0
1648,Jupiter und Antiope (Watteau),0
1649,Paul Kane,0
1650,Catharina Klein,0
1651,Lee Krasner,0
1652,Hugo Kreyssig,0
1653,Kunst im Reich von Kusch,0
1654,Kunstwettbewerbe bei den Olympischen Spielen,0
1655,Pierre Le Gros der Jüngere,0
1656,Franz von Lenbach,0
1657,Roy Lichtenstein,0
1658,Lubok,0
1659,Frans Luycx,0
1660,Kasimir Sewerinowitsch Malewitsch,0
1661,Männliche Kultfigur der Baule ›blolo bian‹/›asie usu‹,0
1662,Marienaltar (Conrad von Soest),0
1663,Mathildenkreuz,0
1664,Meister E. S.,0
1665,Manfred Mohr (Künstler),0
1666,Claude Monet,0
1667,Neue Abteilung der Nationalgalerie Berlin im Kronprinzenpalais,0
1668,Tróndur Patursson,0
1669,Petermannchen,0
1670,Christian Precht,0
1671,Römische Wandmalerei,0
1672,Der rote Christus,0
1673,Isaac Sailmaker,0
1674,Salon des Refusés,0
1675,San-Zeno-Altar,0
1676,Moriz Schlachter,0
1677,Schmerz (Ausstellung),0
1678,Jillian Tamaki,0
1679,Tisa von der Schulenburg,0
1680,Siebenarmiger Leuchter (Essen),0
1681,Situationistische Internationale,0
1682,Sitzender Mann mit Stock,0
1683,Städelsches Kunstinstitut,0
1684,Strafpark,0
1685,Surimono,0
1686,Francisco Toledo (Maler),0
1687,"Trier, Stadtbibliothek, Hs. 171/1626",0
1688,Triumphzug-Reliefs des Titusbogens,0
1689,Diego Velázquez,0
1690,Vicke-Schorler-Rolle,0
1691,Heinrich Vogeler,0
1692,Emilie Vouga-Pradez,0
1693,Walk of Ideas,0
1694,Wie einer immer daneben tritt,0
1695,Aby Warburg,0
1696,Wilhelm Werner (Kunstsammler),0
1697,ZERO,0
1698,Heinrich Zille,0
1699,Gerechtigkeitsbrunnen (Frankfurt am Main),0
1700,Hallenhaus,0
1701,Höhlenarchitektur in Kappadokien,0
1702,Jali (Architektur),0
1703,Khleang,0
1704,Mittelalterliche Steinkirchen in Finnland,0
1705,Musterhaus Am Horn,0
1706,Neues Frankfurt,0
1707,Pax-Gebäude,0
1708,Rathaus (Kempten),0
1709,Therme Vals,0
1710,Titusbogen,0
1711,Horace Trumbauer,0
1712,Gebrüder Ziller,0
1713,Ziller (Baumeisterfamilie),0
1714,Brodick Castle,0
1715,Burg Breuberg,0
1716,Burg Hauenstein (Steiermark),0
1717,Burg Hunedoara,0
1718,Burg Krems,0
1719,Burg Liechtenstein,0
1720,Burg Přimda,0
1721,Burg Rothenstein,0
1722,Burg Stolberg,0
1723,Burg Vischering,0
1724,Burgruine Obervoitsberg,0
1725,Burgruine Weibertreu,0
1726,Burg Windecken,0
1727,Burghalde (Kempten),0
1728,Eutiner Schloss,0
1729,Festung Hohentwiel,0
1730,Ginsburg,0
1731,Großer Kremlpalast,0
1732,Haus Kambach,0
1733,Herrenhof (Mußbach),0
1734,Hutton-in-the-Forest Hall,0
1735,Linlithgow Palace,0
1736,Moerser Schloss,0
1737,Paleis op de Dam,0
1738,Pfalz Wimpfen,0
1739,Schloss Augustenburg (Dänemark),0
1740,Schloss Auhof (Linz),0
1741,Schloss Benrath,0
1742,Schloss Beuggen,0
1743,Schloss Bothmer,0
1744,Schloss Breitenburg,0
1745,Schloss Carrouges,0
1746,Schloss Courances,0
1747,Schloss Delitzsch,0
1748,Schloss Ebelsberg,0
1749,Schloss Glücksburg (Glücksburg),0
1750,Schloss Gödöllő,0
1751,Schloss Gottorf,0
1752,Schloss Hagen (Linz),0
1753,Schloss vor Husum,0
1754,Schloss Kartlow,0
1755,Schloss Lembeck,0
1756,Schloss Lenzburg,0
1757,Schloss Loches,0
1758,Schloss Mückenberg,0
1759,Schloss Oberhausen,0
1760,Schloss Plön,0
1761,Schloss Reinbek,0
1762,Schloss Schrattenthal,0
1763,Schloss Starhemberg (Eferding),0
1764,Schloss Sully-sur-Loire,0
1765,Schloss Tanlay,0
1766,Schloss Valmer,0
1767,Schloss Wackerbarth,0
1768,Schloss Wickrath,0
1769,Schloss Versailles,0
1770,Stadtschloss Hanau,0
1771,Stadtschloss Wiesbaden,0
1772,Wasserburg Kapellendorf,0
1773,Wolfsburg (Schloss),0
1774,ASB Bridge,0
1775,Blair Crossing Bridge,0
1776,Brücke,0
1777,Brücke bei Limyra,0
1778,Cincinnati Southern Bridge,0
1779,Cumberland Valley Railroad Bridge,0
1780,Freundschaftsbrücke (Deutschland–Frankreich),0
1781,Fort Madison Toll Bridge,0
1782,Hannibal Bridge (1869),0
1783,Harahan Bridge,0
1784,Huey P. Long Bridge (Jefferson Parish),0
