,title,bytes
941,Buchmalerei,0
942,Eremitage (Sankt Petersburg),0
943,Exposition Internationale du Surréalisme,0
944,Galerie 291,0
945,Gotische Buchmalerei,0
946,Holzschnitt,0
947,Judensau,0
948,Karolingische Buchmalerei,0
949,Monatsbilder,0
950,Musée Condé,0
951,Nazarener (Kunst),0
952,Rotfigurige Vasenmalerei,0
953,Schwarzfigurige Vasenmalerei,0
954,Skulptur Projekte,0
955,Suprematismus,0
956,Wandbilddruck,0
957,Oswald Achenbach,0
958,Lucio Amelio,0
959,Joseph Beuys,0
960,Blu (Streetart-Künstler),0
961,Karl Bodmer,0
962,Constantin Brâncuși,0
963,Michelangelo Merisi da Caravaggio,0
964,Paul Cézanne,0
965,Salvador Dalí,0
966,Don Rosa,0
967,Benno Elkan,0
968,Max Ernst,0
969,Jean Fouquet,0
970,Alberto Giacometti,0
971,El Greco,0
972,George Herriman,0
973,Rolf Jährling,0
974,Anselm Kiefer,0
975,Paul Klee,0
976,Max Liebermann,0
977,Man Ray,0
978,Franz Marc,0
979,Henri Matisse,0
980,Joan Miró,0
981,Paula Modersohn-Becker,0
982,Amedeo Modigliani,0
983,Herman Moll,0
984,Piet Mondrian,0
985,Gabriele Münter,0
986,Pablo Picasso,0
987,Rembrandt van Rijn,0
988,Diego Rivera,0
989,Charles M. Schulz,0
990,Giovanni Segantini,0
991,Max Silberberg,0
992,Katharina Szelinski-Singer,0
993,Juan van der Hamen y León,0
994,Jan Vermeer,0
995,Wols,0
996,A Rake’s Progress,0
997,"Akt, eine Treppe herabsteigend Nr. 2",0
998,Aufbahrung der Märzgefallenen,0
999,Bauernkriegspanorama,0
1000,Berthe Morisot mit Veilchenstrauß,0
1001,Büste der Nofretete,0
1002,Chester-Beatty Akbar-nāma,0
1003,Cirque Calder,0
1004,Darmstädter Madonna,0
1005,Das Eismeer,0
1006,Der Einzug Christi in Brüssel,0
1007,Der Frühling (Manet),0
1008,Der Lotse geht von Bord,0
1009,Die 53 Stationen des Tōkaidō (Hoeidō-Ausgabe),0
1010,Die Amazonenschlacht,0
1011,Die gelbe Kuh,0
1012,Effet de neige à Petit-Montrouge,0
1013,Freiheitsstatue,0
1014,Gebetbuch Ottos III.,0
1015,Gerokreuz,0
1016,Goldene Madonna,0
1017,Im Sommer,0
1018,Kreuz mit den großen Senkschmelzen,0
1019,Le petit Lange,0
1020,Lorenzo Pagans und Auguste de Gas,0
1021,Lucca-Madonna,0
1022,Melancholie (Munch),0
1023,Nosseni-Altar,0
1024,Nosseni-Epitaph,0
1025,Otto-Mathilden-Kreuz,0
1026,Porträt des Ohm Friedrich Corinth,0
1027,Porträt eines afrikanischen Mannes,0
1028,Rhinocerus,0
1029,Schlachterladen in Schäftlarn an der Isar,0
1030,Selbstporträt mit Charlotte Berend und Sektkelch,0
1031,Selbstporträt mit Palette (Manet),0
1032,Spargelbündel,0
1033,Swimming,0
1034,Tauberbischofsheimer Altar,0
1035,Toter Uhu,0
1036,Verschneite Dächer,0
1037,Victoria-and-Albert-Akbar-nāma,0
1038,Werkverzeichnis des Meisters von Meßkirch,0
1039,Buxheimer Chorgestühl,0
1040,Einküchenhaus,0
1041,Geschichte des Kirchenbaus in Ostfriesland,0
1042,Griechischer Tempel,0
1043,Höhlentempel in Asien,0
1044,Kreuzbau (Hamburg),0
1045,Robert Lawson,0
1046,Peter Joseph Lenné,0
1047,Shotgun House,0
1048,John Vanbrugh,0
1049,Ernst Ziller,0
1050,Burg Groitzsch,0
1051,Burg Klingenstein (Steiermark),0
1052,Burg Ligist,0
1053,Burg Ronneburg,0
1054,Burg Rötteln,0
1055,Burg Stahleck (Bacharach),0
1056,Burg Wildenstein (Leibertingen),0
1057,Felsenburg Neurathen,0
1058,Festung Ehrenbreitstein,0
1059,Festung Rosenberg,0
1060,Habsburg (Burg),0
1061,Jagdschloss Grunewald,0
1062,Jagdschloss Stern,0
1063,Lustschloss Favorite (Mainz),0
1064,Marburger Schloss,0
1065,Moskauer Kreml,0
1066,Neues Schloss Herrenchiemsee,0
1067,Orangerieschloss (Potsdam),0
1068,Schloss Ahrensburg,0
1069,Schloss Amboise,0
1070,Schloss Babelsberg,0
1071,Schloss La Bastie d’Urfé,0
1072,Schloss Blois,0
1073,Schloss Burg,0
1074,Schloss Chenonceau,0
1075,Schloss Glienicke,0
1076,Schloss Hoensbroek,0
1077,Schloss Horst,0
1078,Schloss Kalkum,0
1079,Schloss Neudeck,0
1080,Schloss Raesfeld,0
1081,Schloss Ludwigslust,0
1082,Schloss Neuschwanstein,0
1083,Nippenburg,0
1084,Palace of Westminster,0
1085,Reichsburg Kyffhausen,0
1086,Rudelsburg,0
1087,Sanssouci,0
1088,Sudeley Castle,0
1089,Zitadelle Petersberg,0
1090,Al-Harām-Moschee,0
1091,Alte Synagoge (Heilbronn),0
1092,Baptisterium San Giovanni,0
1093,Basler Münster,0
1094,Breisacher Stephansmünster,0
1095,Busmannkapelle,0
1096,Essener Münster,0
1097,Erfurter Dom,0
1098,Filialkirche Kleinsöding,0
1099,Frankfurter Paulskirche,0
1100,"Frauenkirche (Dresden, gotischer Vorgängerbau)",0
1101,Groß St. Martin,0
1102,Heilandskirche am Port von Sacrow,0
1103,Kapellenkreuzweg Kloster Altstadt,0
1104,Katharinenkirche (Frankfurt am Main),0
1105,Kirchenburg Ostheim,0
1106,Kloster Grafschaft,0
1107,Kloster Lehnin,0
1108,Kloster Muri,0
1109,Kloster Oelinghausen,0
1110,Konstanzer Münster,0
1111,Leonhardskirche (Frankfurt am Main),0
1112,Loschwitzer Kirche,0
1113,Mainzer Dom,0
1114,Mariä Verkündigung (Mindelheim),0
1115,Marienkirche (Rostock),0
1116,Minakshi-Tempel,0
1117,Nataraja-Tempel,0
1118,Pfarrkirche Kainach bei Voitsberg,0
1119,Pfarrkirche Übelbach,0
1120,Pergamonaltar,0
1121,Reformierte Stadtkirche (Wien),0
1122,Reichsabtei Salem,0
1123,Rote Halle,0
1124,Salemer Münster,0
1125,Sophienkirche (Dresden),0
1126,St. Christophorus (Reinhausen),0
1127,St. Martin (Memmingen),0
1128,St. Michael (Berlin-Mitte),0
1129,St. Nikolai (Potsdam),0
1130,St. Peter und Paul (Bonndorf im Schwarzwald),0
1131,St. Ulrich (Amendingen),0
1132,St.-Veit-Kirche (Gärtringen),0
1133,Stadtkirche Bremgarten,0
1134,Stiftskirche St. Cyriakus (Gernrode),0
1135,Unser Frauen (Memmingen),0
1136,Wallfahrtskirche Birnau,0
1137,Weinbergkirche (Dresden),0
1138,Wetzlarer Dom,0
1139,Alte Brücke (Frankfurt am Main),0
1140,Alte Brücke (Heidelberg),0
1141,Bay Bridge,0
1142,Berliner Fernsehturm,0
1143,Berliner Funkturm,0
1144,BIZ-Turm,0
1145,Blackpool Tower,0
1146,British Airways i360,0
1147,CN Tower,0
1148,Confederation Bridge,0
1149,Eiffelturm,0
1150,Fernsehturm St. Chrischona,0
1151,Fernmeldeturm Mannheim,0
1152,Fourteenth Street Bridge,0
1153,I Street Bridge,0
1154,Leuchttürme in Kalifornien,0
1155,Lindentunnel,0
1156,Roche-Turm (Bau 1),0
1157,Sibley Railroad Bridge,0
1158,Space Needle,0
1159,Stuttgarter Fernsehturm,0
1160,TK-Elevator-Testturm,0
1161,Watkin’s Tower,0
1162,Wiesentalbrücke,0
1163,Altes Stadthaus (Berlin),0
1164,Auditorium Maximum (Universität Hamburg),0
1165,Bavaria,0
1166,Bienertmühle,0
1167,Bundeshaus (Bern),0
1168,Couven-Museum,0
1169,Dienstgebäude der Königlichen Eisenbahndirektion Berlin,0
1170,Drususstein,0
1171,Frankfurter Stadtbefestigung,0
1172,Gebäude der Jugoslawischen Gesandtschaft in Berlin,0
1173,Goetheanum,0
1174,Gottorfer Riesenglobus,0
1175,Große Mainzer Jupitersäule,0
1176,Großer Speicher,0
1177,Großer und Kleiner Engel,0
1178,Hauptzollamt (München),0
1179,Haus Fürsteneck,0
1180,Haus zur Goldenen Waage (Frankfurt am Main),0
1181,Historisches Rathaus Münster,0
1182,Holstentor,0
1183,Kursächsische Postmeilensäule,0
1184,Liberei,0
1185,Markthalle III,0
1186,Markthalle IV,0
1187,Museum Folkwang,0
1188,Museum Kunstpalast,0
1189,Neues Museum (Berlin),0
1190,Palast Barberini,0
1191,Palais Strousberg,0
1192,Palais Thurn und Taxis,0
1193,Palazzo Barbarigo della Terrazza,0
1194,Rathaus Schmargendorf,0
1195,Reichsbrücke,0
1196,Reichstagsgebäude,0
1197,Rettershof,0
1198,Römische Villa Haselburg,0
1199,Rosehaugh House,0
1200,Salzhaus (Frankfurt am Main),0
1201,Schopenhauerhaus,0
1202,Steinernes Haus (Frankfurt am Main),0
1203,Tower of London,0
1204,Von der Heydt-Museum,0
1205,Haus zum Walfisch,0
1206,Warenhaus GUM,0
1207,Weinhaus Rheingold,0
1208,Haus Weitmar,0
1209,Windmühlen in Berlin,0
1210,Alter Friedhof Bonn,0
1211,Frauenkirchhof (Dresden),0
1212,Friedhof der Märzgefallenen,0
1213,Hauptfriedhof (Frankfurt am Main),0
1214,Invalidenfriedhof,0
1215,Jüdischer Friedhof Währing,0
1216,Wiener Zentralfriedhof,0
1217,Anna Andrejewna Achmatowa,0
1218,Apuleius,0
1219,Wolfgang Borchert,0
1220,Friedrich Arnold Brockhaus,0
1221,Wilhelm Busch,0
1222,Lewis Carroll,0
1223,Vittoria Colonna,0
1224,Theophilos von Edessa,0
1225,Franz von Dingelstedt,0
1226,Ilja Grigorjewitsch Ehrenburg,0
1227,Abdurauf Fitrat,0
1228,Max Frisch,0
1229,Johann Matthias Gesner,0
1230,Johann Wolfgang von Goethe,0
1231,Edward Gorey,0
1232,Francis Grierson,0
1233,Lili Grün,0
1234,Gruppe 47,0
1235,Hermann Hesse,0
1236,Hartmann von Aue,0
1237,Heinrich Heine,0
1238,Fritz Kortner,0
1239,Pehr Henrik Ling,0
1240,Erika Mann,0
1241,Klaus Mann,0
1242,Carl von Ossietzky,0
1243,Oskar Panizza,0
1244,Ingrid Persdotter,0
1245,Erwin Piscator,0
1246,Sebastian Sailer,0
1247,Georges Simenon,0
1248,Robert Louis Stevenson,0
1249,Henry Timrod,0
1250,J. R. R. Tolkien,0
1251,Anton Pawlowitsch Tschechow,0
1252,Kurt Tucholsky,0
1253,Else Ury,0
1254,Peter Weiss,0
1255,Virginia Woolf,0
1256,Peter-Paul Zahl,0
1257,Johann Heinrich Zedler,0
1258,Arkansas Traveler,0
1259,Der arme Heinrich,0
1260,Die Betrogene,0
1261,Blaubart (Erzählung),0
1262,Caliban über Setebos,0
1263,Dagobert Duck,0
1264,Dali’s Mustache,0
1265,Daodejing,0
1266,Darkness Visible: A Memoir of Madness,0
1267,Draußen vor der Tür,0
1268,Das Ei und ich (Buch),0
1269,Das entschleierte Christentum,0
1270,Essener Domschatzkammer Hs. 1,0
1271,Enzyklopädie,0
1272,Episches Theater,0
1273,Erinnerung an die Marie A.,0
1274,Die Geschäfte des Herrn Julius Caesar,0
1275,Die Geschichte von Sinuhe,0
1276,Die Glasglocke,0
1277,Graf Öderland,0
1278,Grande Sertão (Roman),0
1279,The Gray Champion,0
1280,The Great Carbuncle,0
1281,Homo faber (Roman),0
1282,Inkunabel,0
1283,"Isis (Zeitschrift, 1816)",0
1284,Kalevala,0
1285,Katze in der leeren Wohnung,0
1286,Der kleine Däumling,0
1287,Das Kloster der Minne,0
1288,Latrine (Gedicht),0
1289,Manga,0
1290,Ein Mann der schläft,0
1291,Montauk (Erzählung),0
1292,The Hollow of the Three Hills,0
1293,Mutter Courage und ihre Kinder,0
1294,Nur zwei Dinge,0
1295,Ottos mops,0
1296,Papyrus Westcar,0
1297,Das Parfum,0
1298,Psychomachia,0
1299,Reineke Fuchs,0
1300,Reisebericht des Wenamun,0
1301,Rip Van Winkle,0
1302,The Kraken,0
1303,The Legend of Sleepy Hollow,0
1304,Sangam-Literatur,0
1305,Schischyphusch oder Der Kellner meines Onkels,0
1306,Das Schrifttum als geistiger Raum der Nation,0
1307,Schweiz ohne Armee? Ein Palaver,0
1308,Sein eigener Herr,0
1309,Theuerdank,0
1310,Todesfuge,0
1311,Tynset (Roman),0
1312,Die ungewöhnlichen Abenteuer des Julio Jurenito,0
1313,Der Ursprung der Welt (Comic),0
1314,Wanderungen durch die Mark Brandenburg,0
1315,"Weihnachtslied, chemisch gereinigt",0
1316,Der Zauberberg,0
1317,Der Zauberer von Oz,0
1318,Zürcher Bibel von 1531,0
1319,Beethovenhalle,0
1320,Meininger Staatstheater,0
1321,Landesbühne Niedersachsen Nord,0
1322,Nationaltheatret,0
1323,Neues Königliches Opernhaus Berlin,0
1324,Oper Frankfurt,0
1325,Theater Bremen,0
1326,Ägyptische Hieroglyphen,0
1327,Ahoi,0
1328,Akkadische Sprache,0
1329,Baskische Sprache,0
1330,Bastarda,0
1331,Burushaski,0
1332,Dād,0
1333,Elamische Sprache,0
1334,Finnische Sprache,0
1335,Finnische Sprachenpolitik,0
1336,Hurritische Sprache,0
1337,Indoarische Sprachen,0
1338,Indogermanische Ursprache,0
1339,Japanische Schrift,0
1340,Lachsargument,0
1341,Niederdeutsch (Schulfach),0
1342,Niger-Kongo-Sprachen,0
1343,Paschtunische Schrift,0
1344,Pfeifen,0
1345,Schweizerdeutsch,0
1346,Sumerische Sprache,0
1347,Eszett,0
1348,Tamil,0
1349,Urartäische Sprache,0
1350,Zaza-Sprache,0
1351,Bebop head,0
1352,Blockflöte,0
1353,Blue Yodeling,0
1354,Brasilianische Musik,0
1355,Doom Metal,0
1356,Fagott,0
1357,Fender Rhodes,0
1358,Fender Stratocaster,0
1359,Fender Telecaster,0
1360,Frankfurter Stadtgeläute,0
1361,Orgellandschaft Südniedersachsen,0
1362,Gibson Les Paul,0
1363,Hamburger Orgellandschaft,0
1364,Italienische populäre Musik,0
1365,Klarinette,0
1366,Klaviersonate,0
1367,Metal (Kultur),0
1368,Motiv (Musik),0
1369,Notation (Musik),0
1370,Notensatzprogramm,0
1371,Orgel,0
1372,Orgellandschaft Hessen,0
1373,Orgellandschaft Ostfriesland,0
1374,Orgellandschaft Sachsen,0
1375,Orgel von St. Martin (Memmingen),0
1376,Progressive Rock,0
1377,Quartenharmonik,0
1378,Raster-Noton,0
1379,Straight Edge,0
1380,Stufentheorie (Harmonik),0
1381,The Concert in Central Park,0
1382,Tremolo (Gitarre),0
1383,Viola da gamba,0
1384,Violoncello,0
1385,Wechselläuten,0
1386,Woodstock-Festival,0
1387,Amorphis,0
1388,Munir Baschir,0
1389,The Beach Boys,0
1390,Giovanni Bottesini,0
1391,Jacques Brel,0
1392,Nicolaus Bruhns,0
1393,Aristide Cavaillé-Coll,0
1394,Phil Collins,0
1395,Lucio Dalla,0
1396,Deep Purple,0
1397,Domenico Dragonetti,0
1398,Bill Evans (Pianist),0
1399,EyeHateGod,0
1400,Giuseppina Grassini,0
1401,Francesco Guccini,0
1402,Charlie Haden,0
1403,Coleman Hawkins,0
1404,King Crimson,0
1405,Orrin Keepnews,0
1406,Little Richard,0
1407,Alma Mahler-Werfel,0
1408,Dean Martin,0
1409,Thelonious Monk,0
1410,Jim Morrison,0
1411,Motörhead,0
1412,Laura Nyro,0
1413,Georg Österreich,0
1414,Pantheist (Band),0
1415,Charlie Parker,0
1416,Charley Patton,0
1417,Pink Floyd,0
1418,Place of Skulls,0
1419,Prince,0
1420,Maurice Ravel,0
1421,Arp Schnitger,0
1422,Clara Schumann,0
1423,Gottfried Silbermann,0
1424,Slime (Band),0
1425,Ethel Smyth,0
1426,Dieter Süverkrüp,0
1427,Georg Philipp Telemann,0
1428,Tijuana No!,0
1429,Trio (Band),0
1430,Kanye West,0
1431,Hank Williams III,0
1432,Frank Zappa,0
1433,Stormé DeLarverie,0
1434,Am Brunnen vor dem Tore,0
1435,Bertha Lou,0
1436,Black Album (Prince-Album),0
1437,Call Off the Search,0
1438,DDR von unten,0
1439,Drei Chinesen mit dem Kontrabass,0
1440,Ellington at Newport,0
1441,Fresh Fruit for Rotting Vegetables,0
1442,The Girl from Ipanema,0
1443,H.M.S. Pinafore,0
1444,H-Moll-Messe,0
1445,Heeby-Jeebies,0
1446,Helvetios,0
1447,Hot Rats,0
1448,Illmatic (Album),0
1449,Jerusalem (Album),0
1450,Klavierstücke (Stockhausen),0
1451,La chanson de Jacky,0
1452,L’Orange (Lied),0
1453,Matthäus-Passion (J. S. Bach),0
1454,Nathalie (Lied),0
1455,Orly (Chanson),0
1456,Parade (Ballett),0
1457,Ramones (Album),0
1458,Reign in Blood,0
1459,Requiem (Mozart),0
1460,Revenge (Kiss-Album),0
1461,Rhapsody in Blue,0
1462,Rigoletto,0
1463,Scum (Album),0
1464,She’s Got It,0
1465,Strange Fruit,0
1466,Sumer is icumen in,0
1467,Tri martolod,0
1468,Trio (Trio-Album),0
1469,Ein Überlebender aus Warschau,0
1470,Useless,0
1471,Weihnachtsoratorium (Bach),0
1472,Ansel Adams,0
1473,Felice Beato,0
1474,Camera Work,0
1475,Eadweard Muybridge,0
1476,Foto des Jungen aus dem Warschauer Ghetto,0
1477,Nsala of Wala in the Nsongo District (Abir Concession),0
1478,Situation Room (Foto),0
1479,24 (Fernsehserie),0
1480,24 (Fernsehserie)/Staffel 4,0
1481,"4 Monate, 3 Wochen und 2 Tage",0
1482,Arbeiter verlassen die Lumière-Werke,0
1483,Der begossene Gärtner,0
1484,Bitteres aus Bitterfeld,0
1485,Black Maria,0
1486,Blade Runner,0
1487,Joan Crawford,0
1488,Bette Davis,0
1489,Das Messer im Wasser,0
1490,Der Dialog,0
1491,Der mit dem Wolf tanzt,0
1492,Die Ehe der Maria Braun,0
1493,Die Nacht des Jägers,0
1494,Faustrecht der Prärie,0
1495,Film (Film),0
1496,Futurama,0
1497,Der General (1926),0
1498,Gertie the Dinosaur,0
1499,Der große Irrtum,0
1500,Harry Potter und der Stein der Weisen (Film),0
1501,Heißes Eisen,0
1502,Halloween – Die Nacht des Grauens,0
1503,Heat (1995),0
1504,Boris Karloff,0
1505,Buster Keaton,0
1506,Das Leben des Brian,0
1507,Das Leben der Anderen,0
1508,Der letzte Tango in Paris,0
1509,MacGyver,0
1510,Magical Girl,0
1511,Maria und Joseph,0
1512,Neon Genesis Evangelion,0
1513,Nosferatu – Eine Symphonie des Grauens,0
1514,Phantom Ride,0
1515,Polizei greift ein,0
1516,Rächer der Unterwelt,0
1517,Raumschiff Enterprise – Das nächste Jahrhundert,0
1518,Rescued by Rover,0
1519,Schindlers Liste,0
1520,Romy Schneider,0
1521,Schreie und Flüstern,0
1522,Secret Sunshine,0
1523,Sieben Chancen,0
1524,Star Trek: Deep Space Nine,0
1525,Star Trek: Der erste Kontakt,0
1526,Studiointerview,0
1527,Südkoreanischer Film,0
1528,There Will Be Blood,0
1529,Tod in Venedig (Film),0
1530,Tuyas Hochzeit,0
1531,Vierzig Gewehre,0
1532,Die Welle (2008),0
1533,The White Angel,0
1534,Willkommen bei den Sch’tis,0
1535,Winchester ’73,0
1536,Anna May Wong,0
1537,Amalrikaner,0
1538,Buch der Psalmen,0
1539,Buch Ester,0
1540,Buch Rut,0
1541,Confessio Augustana,0
1542,Deuteronomium,0
1543,Evangelium nach Matthäus,0
1544,Jerusalemer Urgemeinde,0
1545,Gütergemeinschaft der Jerusalemer Urgemeinde,0
1546,Jesus Sirach,0
1547,Konklave,0
1548,Leipziger Disputation,0
1549,Simon Petrus,0
1550,Stuttgarter Schuldbekenntnis,0
1551,Tomus ad Antiochenos,0
1552,George Kennedy Allen Bell,0
1553,Johannes Calvin,0
1554,Francisco de Enzinas,0
1555,Heinrich von Uppsala,0
1556,Hemma von Gurk,0
1557,Jesus von Nazaret,0
1558,Justus Jonas der Ältere,0
1559,Mathilde II. (Essen),0
1560,Nikolaus von Kues,0
1561,Norbert von Xanten,0
1562,Philipp Melanchthon,0
1563,Theophanu (Essen),0
1564,Suanhild (Essen),0
1565,Auge für Auge,0
1566,Flavius Josephus,0
1567,Geschichte der Juden in Ostfriesland,0
1568,Jüdische Gemeinde Esens,0
1569,Sabbat,0
1570,Schriftrollen vom Toten Meer,0
1571,Al-Chidr,0
1572,Al-Harām-Moschee,0
1573,Fiqh al-aqallīyāt,0
1574,Front Pembela Islam,0
1575,Karrāmīya,0
1576,Muhtasib,0
1577,Sunniten,0
1578,Keltische Gottheiten,0
1579,Keltische Religion,0
1580,Laokoon,0
1581,Medea,0
1582,Vestalin,0
1583,Olympiastadion München,0
1584,Olympische Sommerspiele 1896,0
1585,Olympische Sommerspiele 1904,0
1586,Olympische Sommerspiele 1908,0
1587,Olympische Sommerspiele 1936,0
1588,Olympische Sommerspiele 1968,0
1589,Olympische Sommerspiele 1972,0
1590,Olympische Sommerspiele 1984,0
1591,Olympische Sommerspiele 1988,0
1592,Olympische Spiele,0
1593,Olympische Winterspiele 1948,0
1594,Olympische Winterspiele 1964/Biathlon,0
1595,Olympische Winterspiele 1968,0
1596,Olympische Winterspiele 1972,0
1597,Olympische Winterspiele 1992,0
1598,Olympische Winterspiele 2010/Skeleton,0
1599,Arminia Bielefeld,0
1600,DFB-Pokal,0
1601,Bernard Dietz,0
1602,Division 1 Féminine,0
1603,Horst Eckel,0
1604,FC Arsenal,0
1605,Französische Fußballnationalmannschaft,0
1606,Französische Fußballnationalmannschaft der Frauen,0
1607,Französischer Fußballpokal,0
1608,Fußballauswahl des FLN,0
1609,Fußball-Bundesliga,0
1610,Fußball-Weltmeisterschaft 1974,0
1611,Fußball-Europameisterschaft 2004,0
1612,Fußball im Ruhrgebiet,0
1613,Raymond Kopa,0
1614,Ligue 1,0
1615,Old Trafford,0
1616,Österreichische Fußballnationalmannschaft,0
1617,Hansa Rostock,0
1618,Helmut Schön,0
1619,Schweizer Fussballnationalmannschaft,0
1620,Stade Reims,0
1621,Städtisches Stadion an der Grünwalder Straße,0
1622,Horst Szymaniak,0
1623,VfB Stuttgart,0
1624,Hennes Weisweiler,0
1625,AGS JH23,0
1626,Andrea Moda Formula,0
1627,Auslaufzone,0
1628,François Cevert,0
1629,Circuit de Nevers Magny-Cours,0
1630,Coloni (Formel 1),0
1631,Piers Courage,0
1632,EuroBrun Racing,0
1633,Mike Hawthorn,0
1634,March 701,0
1635,Minardi,0
1636,Roger Federer,0
1637,Geschichte des Tennis,0
1638,Pawel Wladimirowitsch Bure,0
1639,DKB-Ski-Arena,0
1640,Eric Heiden,0
1641,Inselbergschanze,0
1642,Kassel Huskies,0
1643,Kreuzbergschanzen,0
1644,Mario Lemieux,0
1645,Howie Morenz,0
1646,Apolo Anton Ohno,0
1647,Rennrodelbahn Oberhof,0
1648,Rennrodeln bei den Olympischen Spielen,0
1649,San Jose Sharks,0
1650,Schanzenanlage im Kanzlersgrund,0
1651,Schanzen Einsiedeln,0
1652,Skating-Technik,0
1653,Skigebiet Kreuzberg,0
1654,Thüringenschanze,0
1655,André the Giant,0
1656,Badminton,0
1657,Besteigung aller Achttausender,0
1658,Avery Brundage,0
1659,Fabian Cancellara,0
1660,Gleitschirmfliegen,0
1661,Rudolf Harbig,0
1662,Karate,0
1663,Ion Keith-Falconer,0
1664,Neuseeländische Rugby-Union-Nationalmannschaft,0
1665,Orientierungslauf,0
1666,Rugby Union,0
1667,Seabiscuit (Pferd),0
1668,Sechstagerennen,0
1669,Segeln,0
1670,Snooker,0
1671,Snookerweltmeisterschaft,0
1672,Michail Tal,0
1673,Emil Zátopek,0
1674,Ausbesserungswerk München-Neuaubing,0
1675,Bahnhof Görlitz,0
1676,Bahnhof Leutkirch,0
1677,Bahnhof Tuttlingen,0
1678,Canadian Pacific Railway,0
1679,Dresden Hauptbahnhof,0
1680,Dresden Leipziger Bahnhof,0
1681,Freiburg (Breisgau) Hauptbahnhof,0
1682,InterCityExperimental,0
1683,John Bull (Lokomotive),0
1684,J.R. Davis Yard,0
1685,Julius Dorpmüller,0
1686,Orient-Express,0
1687,Philadelphia 30th Street Station,0
1688,Sächsische X V,0
1689,Schweizerische Nationalbahn,0
1690,Zürich Hauptbahnhof,0
1691,Albtalbahn,0
1692,Albulabahn,0
1693,Bahnstrecke Berlin–Wriezen,0
1694,Bahnstrecke Freital Ost–Possendorf,0
1695,Bahnstrecke Landau–Rohrbach,0
1696,Bahnstrecke Mering–Weilheim,0
1697,Bahnstrecke München-Pasing–Herrsching,0
1698,Bahnstrecke München–Simbach,0
1699,Bahnstrecke Neustadt–Wissembourg,0
1700,Bahnstrecke Schongau–Peißenberg,0
1701,Bahnstrecke Stuttgart–Horb,0
1702,Berninabahn,0
1703,Brig-Visp-Zermatt-Bahn,0
1704,Carlsbahn,0
1705,Deeside Line,0
1706,Glantalbahn,0
1707,Linzer Lokalbahn,0
1708,Mariazellerbahn,0
1709,"New York, Westchester and Boston Railway",0
1710,Pferdeeisenbahn Budweis–Linz–Gmunden,0
1711,Ringzug,0
1712,Salzkammergut-Lokalbahn,0
1713,S-Bahn Berlin,0
1714,Schmalspurbahn Goßdorf-Kohlmühle–Hohnstein,0
1715,Semmeringbahn,0
1716,Stockton and Darlington Railway,0
1717,Tendabahn,0
1718,Untere Kochertalbahn,0
1719,Waldviertler Schmalspurbahnen,0
1720,Waverley Line,0
1721,Weißeritztalbahn,0
1722,Wieslauterbahn,0
1723,Wutachtalbahn,0
1724,Geschichte der Berliner U-Bahn,0
1725,London Underground,0
1726,Metro Bilbao,0
1727,Metró Budapest,0
1728,Metro Madrid,0
1729,Metro Moskau,0
1730,Metropolitan Railway,0
1731,Metro Prag,0
1732,Metro Rotterdam,0
1733,Oslo T-bane,0
1734,U-Bahn Berlin,0
1735,U-Bahn Frankfurt,0
1736,U-Bahn München,0
1737,U-Bahn Nürnberg,0
1738,U-Bahn-Linie 2 (Berlin),0
1739,Berlin-Charlottenburger Straßenbahn,0
1740,Berliner Elektrische Straßenbahnen,0
1741,BSt Bauart 1924,0
1742,Innsbrucker Mittelgebirgsbahn,0
1743,LM-49,0
1744,Neue Berliner Pferdebahn,0
1745,Pferdebahn Timișoara,0
1746,Schmöckwitz–Grünauer Uferbahn,0
1747,Städtische Straßenbahn Cöpenick,0
1748,Straßenbahn Berlin–Hohenschönhausen,0
1749,Straßenbahnen der Stadt Berlin,0
1750,Straßenbahn Frankfurt am Main,0
1751,Straßenbahn Freiburg im Breisgau,0
1752,Straßenbahn Gmunden,0
1753,Straßenbahn Graz,0
1754,Straßenbahn Innsbruck,0
1755,Straßenbahn Lissabon,0
1756,Straßenbahn Ravensburg–Weingarten–Baienfurt,0
1757,Straßenbahn Straßburg,0
1758,Straßenbahn Timișoara,0
1759,Straßenbahn Woltersdorf,0
1760,Stubaitalbahn,0
1761,Südliche Berliner Vorortbahn,0
1762,Westliche Berliner Vorortbahn,0
1763,Arleigh-Burke-Klasse,0
1764,Atom-U-Boot,0
1765,Baltimore-Klasse,0
1766,Barbel-Klasse,0
1767,Bayern-Klasse,0
1768,Brandenburg-Klasse (1891),0
1769,Essex-Klasse (1942),0
1770,Fletcher-Klasse,0
1771,Forrestal-Klasse,0
1772,Hurtigruten,0
1773,Iowa-Klasse,0
1774,Jaguar-Klasse,0
1775,K-219,0
1776,Kettenschifffahrt,0
1777,Kettenschifffahrt auf dem Main,0
1778,Kettenschifffahrt auf dem Neckar,0
1779,Kettenschifffahrt auf Elbe und Saale,0
1780,Kettenschleppschiff,0
1781,Los-Angeles-Klasse,0
1782,"Mainz (Schiff, 1929)",0
1783,Nimitz-Klasse,0
1784,Ohio-Klasse,0
1785,Pamir (Schiff),0
1786,RMS Titanic,0
1787,Saipem 7000,0
1788,Siegfried-Klasse,0
1789,"SMS Kronprinz (Schiff, 1867)",0
1790,U-Boot mit ballistischen Raketen,0
1791,USS Iowa (BB-61),0
1792,USS Kitty Hawk (CV-63),0
